sensor_id,timestamp,track_section,gps_lat,gps_lon,acc_x_ms2,acc_y_ms2,acc_z_ms2,gyro_roll,gyro_pitch,gyro_yaw,vibration_magnitude,vibration_spike_pct,is_anomaly,aknn_distance_to_baseline,anomaly_confidence,flag_dispatched_to_pillar_d
DEV-36336,2026-06-11 19:51:13.000,Vadodara-Surat,22.30°N,73.10°E,-0.0788,0.1327,9.7222,-0.0112,-0.0198,0.0116,0.1776,48.0,False,0.037,0.0,False
DEV-52141,2026-06-10 15:51:54.000,Chennai-Vellore,12.91°N,79.13°E,-0.0561,0.1623,9.7458,0.011,-0.0232,0.001,0.1833,52.8,False,0.0537,0.0,False
DEV-21689,2026-06-12 02:23:39.000,Chennai-Vellore,12.91°N,79.13°E,0.2571,-0.01,9.8262,-0.0307,-0.0057,-0.0008,0.2578,114.8,False,0.0384,0.0,False
DEV-34672,2026-06-12 00:46:41.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.207,-0.0456,9.8033,-0.0247,0.0162,0.0037,0.2121,76.8,False,0.0411,0.0,False
DEV-15861,2026-06-11 21:09:31.000,Vadodara-Surat,22.30°N,73.10°E,-0.0643,-0.1172,9.6546,-0.002,-0.0302,-0.0012,0.205,70.8,False,0.0746,0.0,False
DEV-12043,2026-06-10 13:11:00.000,Chennai-Vellore,12.91°N,79.13°E,0.1847,-0.1186,9.8584,0.006,0.0077,0.0207,0.2248,87.3,False,0.0227,0.0,False
DEV-33207,2026-06-11 09:46:44.000,Delhi-Agra,27.18°N,78.01°E,0.0925,0.0664,9.9069,-0.0166,0.0154,-0.0068,0.1495,24.6,False,0.0792,0.0,False
DEV-65422,2026-06-12 18:11:20.000,Delhi-Agra,27.18°N,78.01°E,0.0238,-0.0309,9.8478,0.0117,-0.0203,-0.027,0.0543,0,False,0.0608,0.0,False
DEV-59431,2026-06-12 09:42:47.000,Jaipur-Ajmer,26.45°N,74.64°E,0.2031,-0.064,9.8803,-0.0106,0.0372,0.0018,0.2242,86.8,False,0.0367,0.0,False
DEV-96895,2026-06-12 23:36:51.000,Delhi-Agra,27.18°N,78.01°E,-0.2025,0.012,9.7538,-0.0143,-0.0073,-0.0154,0.2105,75.4,False,0.0614,0.0,False
DEV-99247,2026-06-10 11:08:07.000,Jaipur-Ajmer,26.45°N,74.64°E,0.1438,0.1786,9.9007,0.0101,0.0163,0.0214,0.2466,105.5,False,0.0629,0.0,False
DEV-36493,2026-06-12 08:36:35.000,Chennai-Vellore,12.91°N,79.13°E,-0.067,0.2299,9.8002,0.0337,-0.0329,0.0192,0.2397,99.8,False,0.077,0.0,False
DEV-20958,2026-06-11 22:23:44.000,Chennai-Vellore,12.91°N,79.13°E,-0.0402,-0.0037,9.7715,0.0013,0.0193,0.0035,0.0558,0,False,0.0658,0.0,False
DEV-34768,2026-06-12 16:43:15.000,Vadodara-Surat,22.30°N,73.10°E,-0.1206,-0.0854,9.8773,0.0211,0.045,0.0089,0.1624,35.3,False,0.0661,0.0,False
DEV-94428,2026-06-12 10:47:10.000,Mumbai-Pune,18.52°N,73.86°E,1.0321,0.077,10.2443,-0.2348,0.1758,0.2981,1.1224,835.3,True,0.4923,0.94,True
DEV-88860,2026-06-11 18:48:58.000,Vadodara-Surat,22.30°N,73.10°E,-0.0946,-0.0778,9.8067,-0.0045,-0.0359,0.0105,0.1225,2.1,False,0.0517,0.0,False
DEV-32271,2026-06-11 22:32:55.000,Delhi-Agra,27.18°N,78.01°E,0.05,-0.0092,9.7773,-0.0188,-0.0271,-0.0045,0.0604,0,False,0.0634,0.0,False
DEV-84311,2026-06-11 05:25:20.000,Mumbai-Pune,18.52°N,73.86°E,2.2266,-1.3212,9.8845,0.0012,0.3235,0.1066,2.5901,2058.4,True,0.5397,0.928,True
DEV-68939,2026-06-11 23:02:34.000,Kolkata-Asansol,23.68°N,86.98°E,-0.1958,-0.2123,9.9163,-0.0111,-0.0056,0.0203,0.3077,156.4,False,0.0746,0.0,False
DEV-57203,2026-06-10 23:18:23.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.0001,0.3359,9.7503,-0.0173,0.0177,-0.0098,0.3412,184.3,False,0.0334,0.0,False
DEV-49302,2026-06-11 02:53:19.000,Jaipur-Ajmer,26.45°N,74.64°E,0.1448,-0.0274,9.8079,0.0118,-0.0013,-0.0159,0.1474,22.8,False,0.0286,0.0,False
DEV-65199,2026-06-11 15:29:28.000,Chennai-Vellore,12.91°N,79.13°E,-0.104,-0.0222,9.6848,0.0221,-0.0288,0.0286,0.1643,36.9,False,0.073,0.0,False
DEV-42244,2026-06-11 15:32:18.000,Jaipur-Ajmer,26.45°N,74.64°E,0.16,-0.0395,9.748,0.0252,0.0165,0.0137,0.1761,46.8,False,0.033,0.0,False
DEV-63504,2026-06-10 19:54:20.000,Kolkata-Asansol,23.68°N,86.98°E,0.1543,-0.1256,9.6839,-0.0292,-0.0324,-0.0076,0.2356,96.3,False,0.0425,0.0,False
DEV-64017,2026-06-11 04:20:51.000,Delhi-Agra,27.18°N,78.01°E,-0.1844,0.0279,9.6443,0.0128,0.0389,-0.0083,0.2495,107.9,False,0.0231,0.0,False
DEV-60589,2026-06-10 21:48:51.000,Mumbai-Pune,18.52°N,73.86°E,0.0817,0.0985,9.7599,-0.0014,-0.0288,0.0081,0.1374,14.5,False,0.054,0.0,False
DEV-51483,2026-06-10 18:32:58.000,Mumbai-Pune,18.52°N,73.86°E,-0.1085,-0.1863,9.7439,-0.0203,0.0036,-0.0081,0.2255,87.9,False,0.0481,0.0,False
DEV-98629,2026-06-12 21:12:28.000,Jaipur-Ajmer,26.45°N,74.64°E,0.1188,-0.0438,9.9105,-0.0112,-0.0038,-0.0305,0.1617,34.8,False,0.0258,0.0,False
DEV-29739,2026-06-10 10:45:33.000,Vadodara-Surat,22.30°N,73.10°E,3.1849,-1.4554,9.6185,0.1514,0.2988,-0.1175,3.5069,2822.4,True,1.1685,0.935,False
DEV-29925,2026-06-12 03:22:56.000,Mumbai-Pune,18.52°N,73.86°E,0.0804,-0.1201,9.791,-0.0158,0.0206,0.0115,0.1458,21.5,False,0.0298,0.0,False
DEV-42688,2026-06-10 14:37:28.000,Kolkata-Asansol,23.68°N,86.98°E,-0.1625,0.0828,9.7243,-0.0224,-0.0076,0.0286,0.2015,67.9,False,0.0786,0.0,False
DEV-86831,2026-06-12 06:20:29.000,Delhi-Agra,27.18°N,78.01°E,0.0349,0.0195,9.8761,-0.0155,-0.0338,0.0037,0.0772,0,False,0.0613,0.0,False
DEV-54535,2026-06-12 17:33:41.000,Mumbai-Pune,18.52°N,73.86°E,-0.0818,-0.0387,9.9768,-0.0328,0.0244,-0.0064,0.1898,58.2,False,0.0793,0.0,False
DEV-97674,2026-06-12 22:33:08.000,Mumbai-Pune,18.52°N,73.86°E,0.0838,0.076,9.7743,0.0071,0.0354,-0.0012,0.1186,0,False,0.0318,0.0,False
DEV-87374,2026-06-12 04:10:57.000,Mumbai-Pune,18.52°N,73.86°E,0.07,-0.2033,9.6698,0.0454,-0.0279,0.0007,0.2567,113.9,False,0.0451,0.0,False
DEV-16817,2026-06-10 18:18:38.000,Mumbai-Pune,18.52°N,73.86°E,0.0433,0.0909,9.6334,-0.0057,-0.0434,0.0021,0.2033,69.4,False,0.059,0.0,False
DEV-53636,2026-06-12 09:00:35.000,Mumbai-Pune,18.52°N,73.86°E,0.1361,-0.0026,9.7727,0.0646,-0.0162,-0.0183,0.1411,17.6,False,0.0531,0.0,False
DEV-45426,2026-06-10 15:30:49.000,Kolkata-Asansol,23.68°N,86.98°E,-1.3678,-0.5687,10.1256,0.4284,-0.4123,0.2984,1.5146,1162.2,True,0.9726,0.937,True
DEV-68965,2026-06-12 20:09:33.000,Chennai-Vellore,12.91°N,79.13°E,-0.1964,0.2404,9.7904,-0.0249,-0.0157,0.0008,0.311,159.2,False,0.0751,0.0,False
DEV-33213,2026-06-10 12:10:28.000,Jaipur-Ajmer,26.45°N,74.64°E,0.2056,-0.1951,9.8515,0.0015,0.0011,-0.0112,0.2865,138.7,False,0.0424,0.0,False
DEV-90931,2026-06-10 17:12:51.000,Kolkata-Asansol,23.68°N,86.98°E,0.054,-0.2356,9.8231,0.0002,0.0142,-0.0284,0.2421,101.8,False,0.0242,0.0,False
DEV-28181,2026-06-12 00:26:05.000,Jaipur-Ajmer,26.45°N,74.64°E,0.2078,-0.0327,9.7524,0.0258,-0.0052,-0.0033,0.2181,81.7,False,0.032,0.0,False
DEV-60711,2026-06-12 12:19:36.000,Vadodara-Surat,22.30°N,73.10°E,-0.013,-0.0516,9.6989,0.0124,0.0079,0.0231,0.1232,2.7,False,0.0392,0.0,False
DEV-18030,2026-06-11 20:32:41.000,Delhi-Agra,27.18°N,78.01°E,0.1449,0.3373,9.7695,-0.0079,-0.0071,0.0219,0.3693,207.8,False,0.0466,0.0,False
DEV-19932,2026-06-11 18:57:40.000,Vadodara-Surat,22.30°N,73.10°E,0.1157,-0.0151,9.8855,-0.0181,0.0038,0.0072,0.139,15.8,False,0.0313,0.0,False
DEV-38607,2026-06-12 19:47:39.000,Mumbai-Pune,18.52°N,73.86°E,0.021,0.1191,9.8445,-0.0144,-0.0244,0.0112,0.1258,4.8,False,0.0456,0.0,False
DEV-18229,2026-06-12 18:02:09.000,Mumbai-Pune,18.52°N,73.86°E,-0.2148,-0.0334,9.8697,-0.003,0.0002,-0.0055,0.2254,87.8,False,0.0496,0.0,False
DEV-98408,2026-06-12 23:43:55.000,Jaipur-Ajmer,26.45°N,74.64°E,0.0056,-0.1272,9.7314,-0.038,-0.0518,0.0137,0.1496,24.7,False,0.0253,0.0,False
DEV-72973,2026-06-12 00:49:37.000,Mumbai-Pune,18.52°N,73.86°E,-0.2992,-0.1869,9.6931,-0.0136,-0.0079,0.0128,0.3716,209.7,False,0.0422,0.0,False
DEV-70508,2026-06-11 03:51:47.000,Chennai-Vellore,12.91°N,79.13°E,0.0975,-0.0004,9.7898,-0.0031,-0.0135,0.0134,0.0996,0,False,0.0395,0.0,False
DEV-28275,2026-06-12 15:58:52.000,Chennai-Vellore,12.91°N,79.13°E,0.1326,-0.078,9.8936,0.026,-0.0039,0.0016,0.1751,45.9,False,0.0673,0.0,False
DEV-38441,2026-06-11 09:46:36.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.1064,0.0957,9.8814,-0.0396,0.0282,0.0295,0.1599,33.2,False,0.0257,0.0,False
DEV-39850,2026-06-11 10:29:34.000,Chennai-Vellore,12.91°N,79.13°E,-0.0164,0.0214,9.757,0.0107,0.0243,-0.0053,0.0595,0,False,0.0314,0.0,False
DEV-52373,2026-06-12 02:11:15.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.269,0.0929,9.6919,0.0024,-0.0057,0.0057,0.3081,156.8,False,0.0624,0.0,False
DEV-54378,2026-06-12 02:15:35.000,Mumbai-Pune,18.52°N,73.86°E,-0.1739,-0.0165,9.8295,0.0227,0.0272,-0.0057,0.1758,46.5,False,0.0578,0.0,False
DEV-58439,2026-06-12 07:48:41.000,Kolkata-Asansol,23.68°N,86.98°E,0.0569,0.0438,9.7844,0.0315,0.014,-0.0281,0.0762,0,False,0.0539,0.0,False
DEV-93082,2026-06-11 16:28:51.000,Vadodara-Surat,22.30°N,73.10°E,-0.9263,0.8219,11.1017,-0.2084,0.6381,-0.3464,1.7894,1391.2,True,1.1368,0.988,True
DEV-40005,2026-06-11 22:24:48.000,Mumbai-Pune,18.52°N,73.86°E,-0.0481,0.0689,9.8592,0.0126,-0.0358,-0.0296,0.0974,0,False,0.0625,0.0,False
DEV-29445,2026-06-12 02:22:27.000,Delhi-Agra,27.18°N,78.01°E,0.0011,0.1545,9.8636,-0.011,0.0144,-0.0101,0.1635,36.3,False,0.0574,0.0,False
DEV-46203,2026-06-10 11:55:14.000,Kolkata-Asansol,23.68°N,86.98°E,-0.2524,-0.1518,9.8708,-0.0041,-0.0329,0.0081,0.3007,150.6,False,0.0627,0.0,False
DEV-51947,2026-06-11 08:29:23.000,Vadodara-Surat,22.30°N,73.10°E,0.002,0.0093,9.7411,0.0219,-0.0324,-0.0099,0.0696,0,False,0.0491,0.0,False
DEV-17938,2026-06-11 04:52:37.000,Kolkata-Asansol,23.68°N,86.98°E,0.0845,0.2083,9.8787,0.042,-0.0132,-0.0077,0.2351,95.9,False,0.0641,0.0,False
DEV-28882,2026-06-10 20:11:43.000,Kolkata-Asansol,23.68°N,86.98°E,-0.0537,0.2078,9.6792,0.0172,0.0155,0.0008,0.2513,109.4,False,0.0378,0.0,False
DEV-30575,2026-06-10 08:05:55.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.1267,0.0545,9.8507,-0.0622,-0.0185,0.0048,0.1438,19.8,False,0.0556,0.0,False
DEV-12222,2026-06-12 13:13:46.000,Mumbai-Pune,18.52°N,73.86°E,-0.0178,0.0954,9.7862,-0.0212,0.0055,0.0067,0.0999,0,False,0.0274,0.0,False
DEV-61843,2026-06-12 21:11:12.000,Mumbai-Pune,18.52°N,73.86°E,-0.0887,0.0767,9.7914,-0.0248,-0.0199,-0.0157,0.1187,0,False,0.0307,0.0,False
DEV-75100,2026-06-12 02:38:35.000,Vadodara-Surat,22.30°N,73.10°E,-0.1131,0.1803,9.9029,0.0059,-0.0054,-0.0234,0.2322,93.5,False,0.0238,0.0,False
DEV-64085,2026-06-10 10:56:38.000,Delhi-Agra,27.18°N,78.01°E,-0.3523,-0.0406,9.8226,0.0334,0.0179,-0.0024,0.3549,195.8,False,0.0406,0.0,False
DEV-37165,2026-06-10 11:03:59.000,Chennai-Vellore,12.91°N,79.13°E,0.1439,0.0474,9.8404,-0.0298,-0.0083,-0.0019,0.1545,28.8,False,0.0469,0.0,False
DEV-15528,2026-06-10 14:23:31.000,Mumbai-Pune,18.52°N,73.86°E,0.2133,0.0633,9.9235,0.0044,-0.0074,-0.0162,0.2498,108.2,False,0.0331,0.0,False
DEV-47963,2026-06-10 22:56:31.000,Delhi-Agra,27.18°N,78.01°E,0.0854,0.0801,9.7237,0.0184,-0.019,0.0109,0.1455,21.2,False,0.0495,0.0,False
DEV-20567,2026-06-12 06:45:42.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.0408,-0.0106,9.7637,-0.0073,-0.0021,-0.0009,0.0626,0,False,0.0549,0.0,False
DEV-82910,2026-06-11 08:48:19.000,Kolkata-Asansol,23.68°N,86.98°E,0.0533,0.0712,9.6369,-0.01,-0.0006,-0.0122,0.1946,62.2,False,0.0425,0.0,False
DEV-69198,2026-06-11 10:17:01.000,Delhi-Agra,27.18°N,78.01°E,0.003,-0.0923,9.8671,0.0403,-0.0226,0.0136,0.1086,0,False,0.0217,0.0,False
DEV-36946,2026-06-12 01:56:09.000,Jaipur-Ajmer,26.45°N,74.64°E,0.0127,-0.0806,9.8702,0.0129,0.0364,0.0217,0.1014,0,False,0.032,0.0,False
DEV-92066,2026-06-11 23:31:16.000,Jaipur-Ajmer,26.45°N,74.64°E,0.1118,-0.1559,9.9218,-0.0241,-0.0043,0.0038,0.222,85.0,False,0.0338,0.0,False
DEV-60930,2026-06-12 22:49:22.000,Mumbai-Pune,18.52°N,73.86°E,0.0234,0.0028,9.8861,-0.0348,0.0131,0.035,0.0797,0,False,0.0632,0.0,False
DEV-42573,2026-06-11 15:20:31.000,Chennai-Vellore,12.91°N,79.13°E,0.0886,0.1203,9.7492,-0.0061,0.0393,-0.0025,0.1613,34.4,False,0.0247,0.0,False
DEV-84463,2026-06-10 13:48:37.000,Vadodara-Surat,22.30°N,73.10°E,-0.2166,-0.1613,9.9844,-0.0151,-0.0065,0.0139,0.3215,167.9,False,0.0777,0.0,False
DEV-48989,2026-06-10 13:04:48.000,Vadodara-Surat,22.30°N,73.10°E,-0.243,-0.2532,9.806,-0.0193,-0.0055,0.0215,0.351,192.5,False,0.0662,0.0,False
DEV-99368,2026-06-12 23:25:42.000,Vadodara-Surat,22.30°N,73.10°E,-0.0276,0.276,9.9192,-0.0233,0.0126,0.0323,0.2981,148.4,False,0.0676,0.0,False
DEV-12956,2026-06-12 22:06:02.000,Chennai-Vellore,12.91°N,79.13°E,0.1831,0.1253,9.6497,0.0116,-0.0054,-0.0113,0.2737,128.1,False,0.0622,0.0,False
DEV-64057,2026-06-11 16:55:57.000,Vadodara-Surat,22.30°N,73.10°E,0.0314,0.0362,9.8014,-0.0044,-0.0377,0.0005,0.0487,0,False,0.0305,0.0,False
DEV-45033,2026-06-10 06:57:58.000,Kolkata-Asansol,23.68°N,86.98°E,-0.2103,-0.253,9.8998,-0.0221,-0.0026,-0.0099,0.341,184.2,False,0.0215,0.0,False
DEV-74032,2026-06-11 01:48:13.000,Delhi-Agra,27.18°N,78.01°E,-0.0089,0.0024,9.7145,-0.0329,0.0109,-0.0138,0.0959,0,False,0.0675,0.0,False
DEV-58663,2026-06-12 10:06:22.000,Jaipur-Ajmer,26.45°N,74.64°E,-1.5961,1.5272,8.8303,0.1228,0.2643,0.377,2.4165,1913.8,True,0.9946,0.953,True
DEV-74816,2026-06-12 04:33:12.000,Mumbai-Pune,18.52°N,73.86°E,-0.1267,-0.0559,9.9459,-0.0035,0.0179,0.0179,0.194,61.7,False,0.0605,0.0,False
DEV-80675,2026-06-11 11:41:49.000,Mumbai-Pune,18.52°N,73.86°E,0.0981,0.0474,9.928,0.0346,-0.0134,-0.013,0.1606,33.8,False,0.0717,0.0,False
DEV-85195,2026-06-10 17:57:44.000,Vadodara-Surat,22.30°N,73.10°E,0.3722,-0.1679,9.8548,0.0145,-0.0222,-0.0184,0.4108,242.3,False,0.0284,0.0,False
DEV-85427,2026-06-12 17:26:17.000,Delhi-Agra,27.18°N,78.01°E,-0.2222,0.1355,9.9887,-0.0416,-0.0233,-0.005,0.3157,163.1,False,0.0202,0.0,False
DEV-58932,2026-06-13 02:02:54.000,Kolkata-Asansol,23.68°N,86.98°E,0.0549,0.074,9.7919,-0.0175,0.0241,0.0163,0.0939,0,False,0.0529,0.0,False
DEV-94397,2026-06-11 10:45:36.000,Kolkata-Asansol,23.68°N,86.98°E,-0.1538,0.0982,9.8099,-0.0305,0.0143,-0.0008,0.1825,52.1,False,0.0472,0.0,False
DEV-19464,2026-06-12 18:45:19.000,Jaipur-Ajmer,26.45°N,74.64°E,0.002,0.0038,9.8356,-0.0228,0.0087,0.0052,0.026,0,False,0.0617,0.0,False
DEV-48769,2026-06-11 04:19:21.000,Delhi-Agra,27.18°N,78.01°E,-0.0335,0.0777,9.6829,-0.0376,0.0013,0.0025,0.1527,27.2,False,0.0273,0.0,False
DEV-49349,2026-06-10 19:31:23.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.0079,0.2947,9.7436,0.0089,-0.0254,0.0133,0.3022,151.8,False,0.0406,0.0,False
DEV-75535,2026-06-11 09:18:01.000,Delhi-Agra,27.18°N,78.01°E,-0.2466,-0.1835,9.7391,-0.0201,-0.0237,-0.0372,0.3155,162.9,False,0.0392,0.0,False
DEV-56013,2026-06-10 08:15:37.000,Mumbai-Pune,18.52°N,73.86°E,0.0949,-0.0904,9.7748,-0.0022,-0.0105,-0.0193,0.1357,13.1,False,0.0769,0.0,False
DEV-42163,2026-06-12 07:52:08.000,Chennai-Vellore,12.91°N,79.13°E,-0.2805,0.2108,9.8119,-0.0085,-0.0001,0.0066,0.3509,192.4,False,0.0635,0.0,False
DEV-69139,2026-06-12 10:06:32.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.2394,0.056,9.8225,0.0574,0.0168,0.0028,0.2462,105.2,False,0.033,0.0,False
DEV-70709,2026-06-11 11:53:58.000,Vadodara-Surat,22.30°N,73.10°E,2.482,2.1582,10.2158,-0.9191,-0.3884,0.1212,3.314,2661.7,True,0.6561,0.955,True
DEV-15218,2026-06-11 21:00:20.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.0015,0.06,9.7608,-0.0013,-0.0374,0.0088,0.0776,0,False,0.0374,0.0,False
DEV-95704,2026-06-11 06:07:58.000,Chennai-Vellore,12.91°N,79.13°E,0.161,0.189,9.839,0.0219,0.0346,0.0009,0.25,108.3,False,0.0743,0.0,False
DEV-25216,2026-06-12 14:14:56.000,Chennai-Vellore,12.91°N,79.13°E,0.6737,1.2471,9.0995,-0.7057,0.0506,0.3225,1.5855,1221.2,True,0.5262,0.921,True
DEV-93208,2026-06-13 02:56:04.000,Kolkata-Asansol,23.68°N,86.98°E,-0.1327,0.0435,9.8049,-0.0039,-0.0304,-0.0036,0.1397,16.4,False,0.0526,0.0,False
DEV-72210,2026-06-11 12:28:59.000,Chennai-Vellore,12.91°N,79.13°E,-2.5797,0.9096,10.161,0.0698,0.3722,-0.3081,2.7578,2198.2,True,0.751,0.984,True
DEV-44472,2026-06-12 21:45:15.000,Delhi-Agra,27.18°N,78.01°E,0.1024,0.1327,9.7656,-0.0187,0.0193,-0.0003,0.1734,44.5,False,0.0487,0.0,False
DEV-11467,2026-06-13 04:41:46.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.1643,0.0797,9.815,0.0112,0.0208,0.0173,0.1827,52.2,False,0.0423,0.0,False
DEV-72965,2026-06-11 19:09:04.000,Vadodara-Surat,22.30°N,73.10°E,-0.1004,-0.1376,9.9746,0.0023,0.0293,0.0256,0.2369,97.4,False,0.0681,0.0,False
DEV-29151,2026-06-10 19:44:17.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.0679,0.0073,9.7237,0.0184,-0.0349,-0.007,0.1101,0,False,0.06,0.0,False
DEV-64199,2026-06-12 20:27:59.000,Kolkata-Asansol,23.68°N,86.98°E,0.0113,-0.1365,9.841,-0.0005,0.0143,0.0181,0.1404,17.0,False,0.0704,0.0,False
DEV-58979,2026-06-11 08:20:23.000,Delhi-Agra,27.18°N,78.01°E,-0.2085,0.1112,9.8778,0.0047,-0.0103,0.006,0.2458,104.8,False,0.0434,0.0,False
DEV-30615,2026-06-12 02:09:33.000,Delhi-Agra,27.18°N,78.01°E,0.1444,0.1189,9.8522,-0.0406,-0.0204,-0.02,0.1918,59.8,False,0.0345,0.0,False
DEV-94069,2026-06-11 19:57:24.000,Mumbai-Pune,18.52°N,73.86°E,0.1809,0.0738,9.7208,0.0128,-0.0098,-0.0249,0.2148,79.0,False,0.0224,0.0,False
DEV-71592,2026-06-11 02:11:55.000,Chennai-Vellore,12.91°N,79.13°E,-0.2587,-0.2855,9.7273,0.0319,-0.0354,-0.0207,0.394,228.3,False,0.0507,0.0,False
DEV-74182,2026-06-11 10:06:52.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.2111,-0.0671,9.696,-0.0205,0.0118,0.0103,0.2491,107.6,False,0.0785,0.0,False
DEV-52488,2026-06-11 20:47:34.000,Kolkata-Asansol,23.68°N,86.98°E,0.195,0.0651,9.9593,-0.0164,-0.0119,-0.006,0.2541,111.8,False,0.0744,0.0,False
DEV-96391,2026-06-11 23:12:57.000,Delhi-Agra,27.18°N,78.01°E,-0.0972,0.2104,9.7281,-0.0023,-0.0018,0.0157,0.2458,104.8,False,0.0313,0.0,False
DEV-70645,2026-06-12 02:38:28.000,Delhi-Agra,27.18°N,78.01°E,-0.0368,-0.0721,9.7605,-0.0291,-0.0128,-0.0033,0.0949,0,False,0.0549,0.0,False
DEV-94866,2026-06-10 18:37:39.000,Vadodara-Surat,22.30°N,73.10°E,0.1524,-0.1202,9.8488,0.034,0.0062,-0.0083,0.1979,64.9,False,0.0686,0.0,False
DEV-26309,2026-06-11 09:18:23.000,Delhi-Agra,27.18°N,78.01°E,-0.0716,-0.2727,9.7393,0.0046,-0.0002,0.0058,0.2907,142.3,False,0.078,0.0,False
DEV-86491,2026-06-12 17:12:33.000,Kolkata-Asansol,23.68°N,86.98°E,0.0971,0.0016,9.9779,-0.0184,-0.0588,0.0129,0.194,61.7,False,0.0693,0.0,False
DEV-51044,2026-06-11 19:13:06.000,Kolkata-Asansol,23.68°N,86.98°E,-0.0418,0.3375,9.7457,-0.0167,0.0167,0.0101,0.3461,188.4,False,0.0272,0.0,False
DEV-22568,2026-06-10 19:11:15.000,Vadodara-Surat,22.30°N,73.10°E,0.0159,-0.0381,9.847,-0.0132,-0.0151,-0.0036,0.0554,0,False,0.0755,0.0,False
DEV-66335,2026-06-12 08:00:20.000,Chennai-Vellore,12.91°N,79.13°E,0.1505,-0.0979,9.8825,0.0011,-0.0114,-0.0085,0.1936,61.3,False,0.0344,0.0,False
DEV-38819,2026-06-10 22:03:06.000,Kolkata-Asansol,23.68°N,86.98°E,0.0037,-0.2751,9.7744,0.0117,0.0262,0.0029,0.2774,131.2,False,0.0303,0.0,False
DEV-73734,2026-06-13 04:22:15.000,Chennai-Vellore,12.91°N,79.13°E,-0.2777,-0.1991,9.9204,0.0178,0.0157,-0.0016,0.3591,199.2,False,0.0275,0.0,False
DEV-50434,2026-06-10 23:55:38.000,Chennai-Vellore,12.91°N,79.13°E,-0.0874,0.0182,9.8361,0.0125,0.0115,0.0069,0.093,0,False,0.0461,0.0,False
DEV-60393,2026-06-12 20:41:18.000,Kolkata-Asansol,23.68°N,86.98°E,-0.1029,0.0289,9.8571,-0.0168,-0.0107,0.0029,0.1168,0,False,0.071,0.0,False
DEV-12715,2026-06-12 12:39:49.000,Chennai-Vellore,12.91°N,79.13°E,0.1152,-1.0119,9.3632,-0.3797,0.2268,-0.194,1.1121,826.8,True,0.8243,0.959,True
DEV-51184,2026-06-12 02:10:04.000,Delhi-Agra,27.18°N,78.01°E,-0.0586,-0.1558,9.7854,-0.0185,0.0032,-0.0099,0.1683,40.3,False,0.0412,0.0,False
DEV-94603,2026-06-11 01:57:44.000,Delhi-Agra,27.18°N,78.01°E,0.1177,-0.0698,9.9563,-0.0354,-0.01,-0.0178,0.2003,66.9,False,0.0619,0.0,False
DEV-21725,2026-06-11 14:55:53.000,Jaipur-Ajmer,26.45°N,74.64°E,-0.1057,0.071,9.7418,0.0158,-0.0071,-0.0324,0.1444,20.3,False,0.0462,0.0,False
DEV-79590,2026-06-11 07:21:26.000,Delhi-Agra,27.18°N,78.01°E,0.0989,-0.0491,9.8407,0.0118,-0.0207,-0.0093,0.1146,0,False,0.0686,0.0,False
DEV-16562,2026-06-12 19:35:48.000,Vadodara-Surat,22.30°N,73.10°E,-0.1672,0.1526,9.9603,0.0238,0.0258,0.0127,0.2717,126.4,False,0.035,0.0,False
DEV-78224,2026-06-11 20:14:52.000,Mumbai-Pune,18.52°N,73.86°E,-0.0794,0.2286,9.7783,0.0438,0.0023,0.0129,0.2441,103.4,False,0.024,0.0,False
DEV-71636,2026-06-12 21:28:59.000,Vadodara-Surat,22.30°N,73.10°E,-0.2354,-0.0924,9.9213,-0.029,-0.0009,-0.0124,0.2763,130.3,False,0.0765,0.0,False
DEV-33426,2026-06-12 23:09:58.000,Delhi-Agra,27.18°N,78.01°E,0.0351,-0.074,9.803,-0.0073,0.0296,0.0165,0.0822,0,False,0.052,0.0,False
DEV-32517,2026-06-12 14:43:45.000,Chennai-Vellore,12.91°N,79.13°E,-0.064,0.0553,9.7597,-0.0027,0.0041,-0.013,0.0984,0,False,0.066,0.0,False
DEV-89818,2026-06-11 19:22:24.000,Vadodara-Surat,22.30°N,73.10°E,0.1185,-0.0737,9.8548,0.0195,0.0085,-0.0092,0.1466,22.2,False,0.0701,0.0,False
DEV-59469,2026-06-11 23:47:15.000,Mumbai-Pune,18.52°N,73.86°E,-0.2267,0.0528,9.7992,-0.0116,-0.0046,-0.0027,0.233,94.2,False,0.0282,0.0,False
DEV-94849,2026-06-11 02:54:48.000,Chennai-Vellore,12.91°N,79.13°E,-0.2508,0.0127,9.6876,-0.01,0.0172,-0.0108,0.2794,132.8,False,0.0766,0.0,False
